"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"1263","R-HSA-167162","0.8154","0.4094","2","44","1","RNA Polymerase II HIV Promoter Escape","POLR2I::POLR2L"
"1264","R-HSA-73776","0.8154","0.4094","2","44","1","RNA Polymerase II Promoter Escape","POLR2I::POLR2L"
"1265","R-HSA-73779","0.8154","0.4094","2","44","1","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","POLR2I::POLR2L"
"1266","R-HSA-75953","0.8154","0.4094","2","44","1","RNA Polymerase II Transcription Initiation","POLR2I::POLR2L"
"1267","R-HSA-76042","0.8154","0.4094","2","44","1","RNA Polymerase II Transcription Initiation And Promoter Clearance","POLR2I::POLR2L"
"1268","R-HSA-1483255","0.8167","0.3379","4","81","1","PI Metabolism","GDE1::PIP5K1A::MTMR3::MTMR4"
"1269","R-HSA-2408522","0.8173","0.3069","6","116","1","Selenoamino acid metabolism","INMT::DARS1::RPL13A::RPL36::RPS5::RPS21"
"1270","R-HSA-9620244","0.8192","0.5017","1","24","1","Long-term potentiation","GRIN2A"
"1271","R-HSA-452723","0.8192","0.5017","1","24","1","Transcriptional regulation of pluripotent stem cells","DPPA4"
"1272","R-HSA-3371571","0.8192","0.5017","1","24","1","HSF1-dependent transactivation","FKBP4"
"1273","R-HSA-8940973","0.8192","0.5017","1","24","1","RUNX2 regulates osteoblast differentiation","HEY1"
"1274","R-HSA-156584","0.8192","0.5017","1","24","1","Cytosolic sulfonation of small molecules","TPST2"
"1275","R-HSA-174417","0.8192","0.5017","1","24","1","Telomere C-strand (Lagging Strand) Synthesis","POLA2"
"1276","R-HSA-8873719","0.8255","0.3504","3","64","1","RAB geranylgeranylation","RAB40B::RAB22A::RAB27B"
"1277","R-HSA-6782210","0.8255","0.3504","3","64","1","Gap-filling DNA repair synthesis and ligation in TC-NER","POLR2I::POLR2L::UBB"
"1278","R-HSA-5668541","0.826","0.3074","5","100","1","TNFR2 non-canonical NF-kB pathway","TNFRSF13C::NFKB2::PSMD4::RELB::UBB"
"1279","R-HSA-9006335","0.8317","0.4796","1","25","1","Signaling by Erythropoietin","GRB2"
"1280","R-HSA-9013508","0.8317","0.4796","1","25","1","NOTCH3 Intracellular Domain Regulates Transcription","HEY1"
"1281","R-HSA-5674400","0.8317","0.4796","1","25","1","Constitutive Signaling by AKT1 E17K in Cancer","FOXO3"
"1282","R-HSA-2029485","0.8317","0.4796","1","25","1","Role of phospholipids in phagocytosis","PRKCE"
"1283","R-HSA-9013507","0.8317","0.4796","1","25","1","NOTCH3 Activation and Transmission of Signal to the Nucleus","UBB"
"1284","R-HSA-191273","0.8317","0.4796","1","25","1","Cholesterol biosynthesis","HMGCR"
"1285","R-HSA-8854691","0.8317","0.4796","1","25","1","Interleukin-20 family signaling","JAK1"
"1286","R-HSA-5696397","0.8317","0.4796","1","25","1","Gap-filling DNA repair synthesis and ligation in GG-NER","UBB"
"1287","R-HSA-2219528","0.8325","0.2982","5","101","1","PI3K AKT Signaling in Cancer","NRG4::FOXO3::GRB2::PDGFRA::FGF17"
"1288","R-HSA-5693538","0.8356","0.2817","6","119","1","Homology Directed Repair","CHEK1::ERCC4::UIMC1::RAD51B::UBB::EXO1"
"1289","R-HSA-392499","0.8419","0.1836","126","1974","1","Metabolism of proteins","TSFM::CTDSP2::FEM1B::B3GNT3::TUBA1B::CDX2::DCTN6::KDELR1::RAB40B::RNF139::TUBA3E::USP18::MGAT4B::FKBP9::TBCB::MRPL10::CSF2RB::FBXL14::COMMD7::METTL21A::CNTN4::DAG1::DARS1::DDX11::DCP2::DYNC1I2::DNMT3B::DPH1::EEF1D::USP12::FBN1::COG2::EXOSC7::OTUD3::SEC11A::RPL13A::NR5A2::ALPG::PCSK9::SUMF2::RPL36::SIN3A::DCAF4::WSB1::MRPL46::GNG5::GNG7::GPLD1::FBXL22::SCG3::POMT2::HNRNPK::ST8SIA6::ARSI::CCN1::MIA3::KIF5A::LAMB1::LAMB2::MUC21::LHB::MAN2A1::ARSD::MGAT3::MUC6::MUC7::ATF4::NFKB2::NFYB::NUP88::FURIN::MRPL51::PTRH2::NUB1::UIMC1::GNG13::DCUN1D1::CDCA8::DCUN1D2::NUP133::ACTR10::EIF5A2::EXOSC5::PSMD4::MAN1C1::VARS2::RAB22A::PEX2::RAB27B::RARA::EXOC4::RPS5::RPS21::FBXW4::ST3GAL1::SKIV2L::HLTF::SP100::STX5::TOP2B::TTR::UBB::UBA1::UBE2G2::UCHL1::VARS1::WARS1::DDA1::GALNT14::RNF146::NRIP1::CANX::H2AC18::H3C12::USP26::KLHL22::AGBL4::B4GALT3::NAPA::SEC22C::SPSB4::ATXN3L::SEC24C::NUP58::SEC24D::USP15"
"1290","R-HSA-73762","0.8432","0.3642","2","47","1","RNA Polymerase I Transcription Initiation","POLR2L::MTA2"
"1291","R-HSA-1971475","0.8433","0.4582","1","26","1","A tetrasaccharide linker sequence is required for GAG synthesis","XYLT2"
"1292","R-HSA-211976","0.8433","0.4582","1","26","1","Endogenous sterols","CYP1B1"
"1293","R-HSA-425410","0.8433","0.4582","1","26","1","Metal ion SLC transporters","SLC30A1"
"1294","R-HSA-5223345","0.8433","0.4582","1","26","1","Miscellaneous transport and binding events","CSN1S1"
"1295","R-HSA-1650814","0.8483","0.3149","3","67","1","Collagen biosynthesis and modifying enzymes","COL8A2::TLL2::COL21A1"
"1296","R-HSA-69615","0.8483","0.3149","3","67","1","G1 S DNA Damage Checkpoints","CHEK1::PSMD4::UBB"
"1297","R-HSA-5389840","0.8512","0.2869","4","86","1","Mitochondrial translation elongation","TSFM::MRPL10::MRPL46::MRPL51"
"1298","R-HSA-112399","0.8516","0.3499","2","48","1","IRS-mediated signalling","GRB2::FGF17"
"1299","R-HSA-3000170","0.8541","0.4374","1","27","1","Syndecan interactions","CASK"
"1300","R-HSA-201451","0.8541","0.4374","1","27","1","Signaling by BMP","NOG"
"1301","R-HSA-1538133","0.8541","0.4374","1","27","1","G0 and Early G1","CDC6"
"1302","R-HSA-397014","0.8547","0.2243","11","208","1","Muscle contraction","KCNE3::RANGRF::GUCY1B1::KCNQ1::MYLK::FXYD3::ACTA1::SCN5A::SCN7A::SLN::TNNT3"
"1303","R-HSA-5576891","0.8551","0.2453","7","140","1","Cardiac conduction","KCNE3::RANGRF::KCNQ1::FXYD3::SCN5A::SCN7A::SLN"
"1304","R-HSA-167172","0.8554","0.3037","3","68","1","Transcription of the HIV genome","POLR2I::POLR2L::CCNK"
"1305","R-HSA-9012852","0.8596","0.336","2","49","1","Signaling by NOTCH3","HEY1::UBB"
"1306","R-HSA-381038","0.8596","0.336","2","49","1","XBP1(S) activates chaperone genes","CTDSP2::DDX11"
"1307","R-HSA-211733","0.8596","0.336","2","49","1","Regulation of activated PAK-2p34 by proteasome mediated degradation","PSMD4::UBB"
"1308","R-HSA-8856825","0.862","0.2551","5","106","1","Cargo recognition for clathrin-mediated endocytosis","SYT9::GRB2::SH3KBP1::UBB::CD4"
"1309","R-HSA-418555","0.862","0.1842","29","502","1","G alpha (s) signalling events","OR52M1::OR2D2::OR9A4::TAAR1::OR5D14::OR5AS1::OR10G8::OR4D5::OR2L2::OR8G2P::OR4F4::OR4D1::OR2H1::GNG5::GNG7::OR52A5::OR51M1::OR52N5::OR4X1::OR8H3::OR6C75::OR2A25::LHB::GNG13::OR4K1::REEP4::OR4C15::OR2G2::RTP3"
"1310","R-HSA-3371453","0.8621","0.2927","3","69","1","Regulation of HSF1-mediated heat shock response","NUP88::NUP133::NUP58"
"1311","R-HSA-109581","0.8623","0.2227","9","176","1","Apoptosis","YWHAQ::H1-2::PSMD4::C1QBP::UBB::YWHAH::YWHAZ::TNFSF10::CD14"
"1312","R-HSA-192823","0.8633","0.2681","4","88","1","Viral mRNA Translation","RPL13A::RPL36::RPS5::RPS21"
"1313","R-HSA-156902","0.8633","0.2681","4","88","1","Peptide chain elongation","RPL13A::RPL36::RPS5::RPS21"
"1314","R-HSA-1855204","0.8641","0.4174","1","28","1","Synthesis of IP3 and IP4 in the cytosol","INPP5B"
"1315","R-HSA-69205","0.8641","0.4174","1","28","1","G1 S-Specific Transcription","CDC6"
"1316","R-HSA-3781865","0.8647","0.2316","7","142","1","Diseases of glycosylation","DAG1::FMOD::POMT2::MUC21::MUC6::MUC7::NOTCH4"
"1317","R-HSA-1793185","0.8672","0.3226","2","50","1","Chondroitin sulfate dermatan sulfate metabolism","HYAL1::XYLT2"
"1318","R-HSA-1483249","0.8672","0.3226","2","50","1","Inositol phosphate metabolism","INPP5B::MINPP1"
"1319","R-HSA-350562","0.8672","0.3226","2","50","1","Regulation of ornithine decarboxylase (ODC)","ODC1::PSMD4"
"1320","R-HSA-72695","0.8672","0.3226","2","50","1","Formation of the ternary complex, and subsequently, the 43S complex","RPS5::RPS21"
"1321","R-HSA-3371556","0.8691","0.2591","4","89","1","Cellular response to heat stress","FKBP4::NUP88::NUP133::NUP58"
"1322","R-HSA-5218920","0.8735","0.398","1","29","1","VEGFR2 mediated vascular permeability","CTNNA1"
"1323","R-HSA-8982491","0.8735","0.398","1","29","1","Glycogen metabolism","UBB"
"1324","R-HSA-2424491","0.8735","0.398","1","29","1","DAP12 signaling","GRB2"
"1325","R-HSA-499943","0.8735","0.398","1","29","1","Interconversion of nucleotide di- and triphosphates","CTPS2"
"1326","R-HSA-1660499","0.8744","0.3095","2","51","1","Synthesis of PIPs at the plasma membrane","PIP5K1A::MTMR3"
"1327","R-HSA-381070","0.8744","0.3095","2","51","1","IRE1alpha activates chaperones","CTDSP2::DDX11"
"1328","R-HSA-75815","0.8744","0.3095","2","51","1","Ubiquitin-dependent degradation of Cyclin D","PSMD4::UBB"
"1329","R-HSA-349425","0.8744","0.3095","2","51","1","Autodegradation of the E3 ubiquitin ligase COP1","PSMD4::UBB"
"1330","R-HSA-1474290","0.8746","0.2502","4","90","1","Collagen formation","COL8A2::TLL2::COL21A1::LOXL3"
"1331","R-HSA-5357801","0.8747","0.2054","9","179","1","Programmed Cell Death","YWHAQ::H1-2::PSMD4::C1QBP::UBB::YWHAH::YWHAZ::TNFSF10::CD14"
"1332","R-HSA-2428928","0.8813","0.2968","2","52","1","IRS-related events triggered by IGF1R","GRB2::FGF17"
"1333","R-HSA-3214858","0.8813","0.2968","2","52","1","RMTs methylate histone arginines","H2AC18::H3C12"
"1334","R-HSA-169911","0.8813","0.2968","2","52","1","Regulation of Apoptosis","PSMD4::UBB"
"1335","R-HSA-3928663","0.8822","0.3793","1","30","1","EPHA-mediated growth cone collapse","MYH14"
"1336","R-HSA-5683826","0.8822","0.3793","1","30","1","Surfactant metabolism","CSF2RB"
"1337","R-HSA-110314","0.8822","0.3793","1","30","1","Recognition of DNA damage by PCNA-containing replication complex","UBB"
"1338","R-HSA-5368287","0.8851","0.2332","4","92","1","Mitochondrial translation","TSFM::MRPL10::MRPL46::MRPL51"
"1339","R-HSA-72764","0.8851","0.2332","4","92","1","Eukaryotic Translation Termination","RPL13A::RPL36::RPS5::RPS21"
"1340","R-HSA-2408557","0.8851","0.2332","4","92","1","Selenocysteine synthesis","RPL13A::RPL36::RPS5::RPS21"
"1341","R-HSA-201681","0.8853","0.1863","10","199","1","TCF dependent signaling in response to WNT","PPP2CA::PPP2R1A::PSMD4::TLE4::UBB::YWHAZ::RNF146::H2AC18::H3C12::ZNRF3"
"1342","R-HSA-1799339","0.8869","0.2166","5","111","1","SRP-dependent cotranslational protein targeting to membrane","SEC11A::RPL13A::RPL36::RPS5::RPS21"
"1343","R-HSA-2428924","0.8878","0.2846","2","53","1","IGF1R signaling cascade","GRB2::FGF17"
"1344","R-HSA-8854050","0.8878","0.2846","2","53","1","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","PSMD4::UBB"
"1345","R-HSA-180585","0.8878","0.2846","2","53","1","Vif-mediated degradation of APOBEC3G","PSMD4::UBB"
"1346","R-HSA-399719","0.8903","0.3613","1","31","1","Trafficking of AMPA receptors","GRIP1"
"1347","R-HSA-399721","0.8903","0.3613","1","31","1","Glutamate binding, activation of AMPA receptors and synaptic plasticity","GRIP1"
"1348","R-HSA-8941326","0.8903","0.3613","1","31","1","RUNX2 regulates bone development","HEY1"
"1349","R-HSA-5357905","0.8903","0.3613","1","31","1","Regulation of TNFR1 signaling","UBB"
"1350","R-HSA-73863","0.8903","0.3613","1","31","1","RNA Polymerase I Transcription Termination","POLR2L"
"1351","R-HSA-389661","0.8903","0.3613","1","31","1","Glyoxylate metabolism and glycine degradation","PDHB"
"1352","R-HSA-5358351","0.8905","0.1938","7","148","1","Signaling by Hedgehog","TUBA1B::GAS1::GLI1::PRKACG::PSMD4::UBB::NUMB"
"1353","R-HSA-453279","0.8905","0.1938","7","148","1","Mitotic G1-G1 S phases","POLA2::MCM2::PPP2CA::PPP2R1A::PSMD4::UBB::CDC6"
"1354","R-HSA-71291","0.8907","0.1573","20","368","1","Metabolism of amino acids and derivatives","BCKDK::INMT::DARS1::NAGS::RPL13A::RPL36::GAMT::MPST::MTAP::OAT::ODC1::PDHB::PSMD4::CARNS1::SQOR::BCAT2::RPS5::RPS21::ASRGL1::PHYKPL"
"1355","R-HSA-1234174","0.8918","0.2423","3","74","1","Cellular response to hypoxia","CITED2::PSMD4::UBB"
"1356","R-HSA-2404192","0.8939","0.2727","2","54","1","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)","GRB2::FGF17"
"1357","R-HSA-74751","0.8939","0.2727","2","54","1","Insulin receptor signalling cascade","GRB2::FGF17"
"1358","R-HSA-8941858","0.8939","0.2727","2","54","1","Regulation of RUNX3 expression and activity","PSMD4::UBB"
"1359","R-HSA-174113","0.8939","0.2727","2","54","1","SCF-beta-TrCP mediated degradation of Emi1","PSMD4::UBB"
"1360","R-HSA-2454202","0.8944","0.1953","6","131","1","Fc epsilon receptor (FCERI) signaling","TAB2::FOS::GRB2::NFATC1::PSMD4::UBB"
"1361","R-HSA-975956","0.8949","0.2171","4","94","1","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","RPL13A::RPL36::RPS5::RPS21"
"1362","R-HSA-5578775","0.8998","0.2612","2","55","1","Ion homeostasis","FXYD3::SLN"
"1363","R-HSA-5362768","0.8998","0.2612","2","55","1","Hh mutants that don't undergo autocatalytic processing are degraded by ERAD","PSMD4::UBB"
"1364","R-HSA-450408","0.8998","0.2612","2","55","1","AUF1 (hnRNP D0) binds and destabilizes mRNA","PSMD4::UBB"
"1365","R-HSA-6799198","0.8998","0.2612","2","55","1","Complex I biogenesis","ND1::NDUFS4"
"1366","R-HSA-5619084","0.9019","0.2241","3","76","1","ABC transporter disorders","PSMD4::UBB::DERL3"
"1367","R-HSA-168256","0.9021","0.1161","130","2078","1","Immune System","RANBP9::MICA::KIF20A::TUBA1B::COLEC10::POLR3F::DCTN6::MASP2::WASF3::BTN3A2::BTN3A1::TUBA3E::USP18::PDAP1::TRIM9::OSBPL1A::GBP4::TNFRSF13C::AP1S3::CRK::CSF2RB::FBXL14::NRG4::DEFB1::DEFB4A::POLR3H::DYNC1I2::ANO6::ALDH3B1::RASA3::FOXO3::TAB2::NEDD4L::FOS::DEFB123::CDC26::PTPN23::SAMHD1::WSB1::OSTF1::FBXL22::NKIRAS2::TREML4::GRB2::CXCL2::SH3KBP1::HLA-DQB2::HNRNPF::IFNA6::IFNA8::IFNGR2::IL13::IL13RA1::JAK1::KIF5A::KIR3DL2::KIF22::LCN2::MUC21::SPRED3::MARK3::MTAP::MUC6::MUC7::NFATC1::NFKB2::NUP88::OAS3::OPRM1::REG3A::TRIM17::ANAPC11::PDGFRA::PIN1::POLR2L::PPBP::PPL::PPP2CA::PPP2R1A::PPP5C::PRKACG::NUP133::PRKCE::ACTR10::RNF114::MAPK11::CRTAM::TRIM39::PSMD4::PELI2::PTAFR::PTPRC::PTPRN2::RBBP6::SIGIRR::RELB::S100A11::CEACAM1::FBXW4::SP100::SURF4::TEK::TLR3::TTR::UBB::UBA1::UBA7::UBE2G2::YWHAZ::LPCAT1::TRIM56::CANX::H3C12::KLHL22::IL18RAP::FGF17::WASF1::SERPINB12::CD1C::OSMR::CD4::LRRFIP1::SPSB4::CD14::SEC24C::CD79A::EIF4A3::NUP58::TRIM14::SEC24D"
"1368","R-HSA-389356","0.9049","0.3274","1","33","1","CD28 co-stimulation","GRB2"
"1369","R-HSA-8953750","0.9049","0.3274","1","33","1","Transcriptional Regulation by E2F6","CHEK1"
"1370","R-HSA-1980145","0.9049","0.3274","1","33","1","Signaling by NOTCH2","UBB"
"1371","R-HSA-8964043","0.9049","0.3274","1","33","1","Plasma lipoprotein clearance","PCSK9"
"1372","R-HSA-4641258","0.9053","0.2501","2","56","1","Degradation of DVL","PSMD4::UBB"
"1373","R-HSA-69541","0.9053","0.2501","2","56","1","Stabilization of p53","PSMD4::UBB"
"1374","R-HSA-936837","0.9106","0.2394","2","57","1","Ion transport by P-type ATPases","FXYD3::SLN"
"1375","R-HSA-166658","0.9106","0.2394","2","57","1","Complement cascade","COLEC10::MASP2"
"1376","R-HSA-72649","0.9106","0.2394","2","57","1","Translation initiation complex formation","RPS5::RPS21"
"1377","R-HSA-72702","0.9106","0.2394","2","57","1","Ribosomal scanning and start codon recognition","RPS5::RPS21"
"1378","R-HSA-192105","0.9115","0.3114","1","34","1","Synthesis of bile acids and bile salts","OSBPL1A"
"1379","R-HSA-2187338","0.9121","0.1875","4","98","1","Visual phototransduction","PLB1::METAP1::RBP2::TTR"
"1380","R-HSA-202733","0.913","0.1658","6","136","1","Cell surface interactions at the vascular wall","SLC7A9::GRB2::CEACAM1::SELE::TEK::SLC16A3"
"1381","R-HSA-917937","0.9156","0.2291","2","58","1","Iron uptake and transport","LCN2::UBB"
"1382","R-HSA-5387390","0.9156","0.2291","2","58","1","Hh mutants abrogate ligand secretion","PSMD4::UBB"
"1383","R-HSA-351202","0.9156","0.2291","2","58","1","Metabolism of polyamines","ODC1::PSMD4"
"1384","R-HSA-72662","0.9156","0.2291","2","58","1","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","RPS5::RPS21"
"1385","R-HSA-2871837","0.9156","0.1988","3","79","1","FCERI mediated NF-kB activation","TAB2::PSMD4::UBB"
"1386","R-HSA-2514859","0.9176","0.296","1","35","1","Inactivation, recovery and regulation of the phototransduction cascade","METAP1"
"1387","R-HSA-75105","0.9176","0.296","1","35","1","Fatty acyl-CoA biosynthesis","PPT1"
"1388","R-HSA-156590","0.9176","0.296","1","35","1","Glutathione conjugation","CHAC2"
"1389","R-HSA-1643685","0.9182","0.104","62","1051","1","Disease","CDK5::SLC7A9::PSIP1::AP1S3::CSF2RB::NRG4::CYP1B1::DAG1::FOXO3::SLC35D1::FMOD::NEDD4L::HEY1::RPL13A::RPL36::SIN3A::GCKR::CHMP2A::GRB2::POMT2::SH3KBP1::HYAL1::MUC21::MARK3::MECP2::MUC6::MUC7::NFKB2::NOTCH4::NUP88::FURIN::DCXR::CD320::PDGFRA::POLR2I::POLR2L::UGT1A4::PPP2CA::PPP2R1A::NUP133::PSMD4::RPS5::RPS21::SLC4A1::BTD::TBL1X::C1QBP::TLR3::TTR::UBB::CBLL1::CANX::SLC4A4::CCNK::FGF17::DERL3::SLC6A5::CD4::LRRFIP1::CD14::NUP58::SV2A"
"1390","R-HSA-9007101","0.9189","0.1644","5","119","1","Rab regulation of trafficking","TBC1D16::TBC1D13::TBC1D2::RAB27B::ANKRD27"
"1391","R-HSA-1236974","0.9197","0.1909","3","80","1","ER-Phagosome pathway","PSMD4::UBB::CD14"
"1392","R-HSA-72689","0.9198","0.174","4","100","1","Formation of a pool of free 40S subunits","RPL13A::RPL36::RPS5::RPS21"
"1393","R-HSA-187577","0.9203","0.2191","2","59","1","SCF(Skp2)-mediated degradation of p27 p21","PSMD4::UBB"
"1394","R-HSA-6805567","0.9218","0.1333","10","211","1","Keratinization","LCE2B::LCE3B::KRT15::KRTAP26-1::FURIN::PKP2::PPL::PERP::SPINK9::KRTAP9-2"
"1395","R-HSA-111933","0.9233","0.2813","1","36","1","Calmodulin induced events","PRKACG"
"1396","R-HSA-111997","0.9233","0.2813","1","36","1","CaM pathway","PRKACG"
"1397","R-HSA-2514856","0.9233","0.2813","1","36","1","The phototransduction cascade","METAP1"
"1398","R-HSA-6802948","0.9233","0.2813","1","36","1","Signaling by high-kinase activity BRAF mutants","MARK3"
"1399","R-HSA-1168372","0.9237","0.1833","3","81","1","Downstream signaling events of B Cell Receptor (BCR)","NFATC1::PSMD4::UBB"
"1400","R-HSA-382556","0.9269","0.1612","4","102","1","ABC-family proteins mediated transport","PSMD4::UBB::DERL3::ABCG1"
"1401","R-HSA-69242","0.9298","0.1325","7","160","1","S Phase","POLA2::CDC26::MCM2::ANAPC11::PSMD4::UBB::CDC6"
"1402","R-HSA-211859","0.9316","0.1186","10","215","1","Biological oxidations","ADH1B::CYP1B1::CYP2F1::SLC35D1::CYP4F3::CHAC2::UGT1A4::PTGS1::CYP3A43::TPST2"
"1403","R-HSA-156580","0.9334","0.1493","4","104","1","Phase II - Conjugation of compounds","SLC35D1::CHAC2::UGT1A4::TPST2"
"1404","R-HSA-111996","0.9335","0.2538","1","38","1","Ca-dependent events","PRKACG"
"1405","R-HSA-8864260","0.9335","0.2538","1","38","1","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","CITED2"
"1406","R-HSA-2172127","0.9335","0.2538","1","38","1","DAP12 interactions","GRB2"
"1407","R-HSA-5696394","0.9335","0.2538","1","38","1","DNA Damage Recognition in GG-NER","UBB"
"1408","R-HSA-198933","0.9345","0.1373","5","124","1","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","MICA::TREML4::KIR3DL2::CRTAM::CD1C"
"1409","R-HSA-446219","0.9368","0.1828","2","63","1","Synthesis of substrates in N-glycan biosythesis","ST8SIA6::ST3GAL1"
"1410","R-HSA-72766","0.9393","0.099","14","289","1","Translation","TSFM::MRPL10::DARS1::EEF1D::SEC11A::RPL13A::RPL36::MRPL46::MRPL51::VARS2::RPS5::RPS21::VARS1::WARS1"
"1411","R-HSA-5689880","0.9403","0.1078","9","201","1","Ub-specific processing proteases","USP18::USP12::PTRH2::PSMD4::UBB::RNF146::H2AC18::USP26::USP15"
"1412","R-HSA-5358346","0.9404","0.1745","2","64","1","Hedgehog ligand biogenesis","PSMD4::UBB"
"1413","R-HSA-5419276","0.941","0.1488","3","86","1","Mitochondrial translation termination","MRPL10::MRPL46::MRPL51"
"1414","R-HSA-5368286","0.941","0.1488","3","86","1","Mitochondrial translation initiation","MRPL10::MRPL46::MRPL51"
"1415","R-HSA-8856828","0.9418","0.1176","6","146","1","Clathrin-mediated endocytosis","SYT9::CTTN::GRB2::SH3KBP1::UBB::CD4"
"1416","R-HSA-425393","0.9421","0.1327","4","107","1","Transport of inorganic cations anions and amino acids oligopeptides","SLC7A9::SLC38A2::SLC4A1::SLC4A4"
"1417","R-HSA-5674135","0.9423","0.2285","1","40","1","MAP2K and MAPK activation","MARK3"
"1418","R-HSA-1169091","0.9438","0.1666","2","65","1","Activation of NF-kappaB in B cells","PSMD4::UBB"
"1419","R-HSA-1234176","0.9438","0.1666","2","65","1","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","PSMD4::UBB"
"1420","R-HSA-69563","0.9438","0.1666","2","65","1","p53-Dependent G1 DNA Damage Response","PSMD4::UBB"
"1421","R-HSA-69580","0.9438","0.1666","2","65","1","p53-Dependent G1 S DNA damage checkpoint","PSMD4::UBB"
"1422","R-HSA-3560782","0.9463","0.2168","1","41","1","Diseases associated with glycosaminoglycan metabolism","FMOD"
"1423","R-HSA-8878171","0.9464","0.0981","9","204","1","Transcriptional regulation by RUNX1","TNRC6B::SIN3A::PSMD4::TNRC6C::UBB::H2AC18::H3C12::DPY30::LDB1"
"1424","R-HSA-163125","0.9468","0.1367","3","88","1","Post-translational modification- synthesis of GPI-anchored proteins","CNTN4::ALPG::GPLD1"
"1425","R-HSA-5688426","0.9488","0.0863","13","277","1","Deubiquitination","USP18::USP12::OTUD3::PTRH2::UIMC1::PSMD4::UBB::UCHL1::RNF146::H2AC18::USP26::ATXN3L::USP15"
